#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 04 16 00 999 99.0 99.0  0.70 14.29  9.52 264 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 16 30 999 99.0 99.0  0.71 13.33  9.65 262 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 17 00 999 99.0 99.0  0.70 13.33  9.50 281 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 17 30 999 99.0 99.0  0.68 13.33  8.29 267 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 18 00 999 99.0 99.0  0.73 11.76  7.98 260 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 18 30 999 99.0 99.0  0.61 13.33  7.36 271 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 19 00 999 99.0 99.0  0.68 13.33  8.85 274 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 19 30 999 99.0 99.0  0.64 16.67  8.74 251 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 20 00 999 99.0 99.0  0.67 16.67  9.25 254 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 04 20 30 999 99.0 99.0  0.60 12.50  9.09 250 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 04 21 00 999 99.0 99.0  0.62 13.33  9.45 274 9999.0 999.0  16.2 999.0 99.0 99.00
2019 01 04 21 30 999 99.0 99.0  0.63 11.76  9.90 252 9999.0 999.0  16.3 999.0 99.0 99.00
2019 01 04 22 30 999 99.0 99.0  0.62 13.33 10.04 265 9999.0 999.0  16.2 999.0 99.0 99.00
2019 01 04 23 00 999 99.0 99.0  0.64 12.50 10.49 255 9999.0 999.0  16.2 999.0 99.0 99.00
2019 01 04 23 30 999 99.0 99.0  0.61 15.38 10.45 265 9999.0 999.0  16.1 999.0 99.0 99.00
2019 01 05 00 00 999 99.0 99.0  0.53 15.38  9.80 251 9999.0 999.0  16.1 999.0 99.0 99.00
2019 01 05 00 30 999 99.0 99.0  0.56 15.38  9.87 254 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 01 00 999 99.0 99.0  0.55 12.50  9.78 252 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 01 30 999 99.0 99.0  0.61 15.38 10.79 261 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 02 00 999 99.0 99.0  0.62 15.38 10.07 250 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 02 30 999 99.0 99.0  0.64 15.38 10.46 258 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 03 00 999 99.0 99.0  0.65 15.38 10.71 250 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 03 30 999 99.0 99.0  0.60 16.67  9.96 264 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 04 00 999 99.0 99.0  0.67 16.67  9.94 261 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 04 30 999 99.0 99.0  0.63 15.38  9.41 258 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 05 00 999 99.0 99.0  0.62 15.38  8.88 244 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 05 30 999 99.0 99.0  0.63 15.38  8.78 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 06 00 999 99.0 99.0  0.67 15.38  9.23 265 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 06 30 999 99.0 99.0  0.67 12.50  9.46 264 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 07 00 999 99.0 99.0  0.68 12.50  9.30 258 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 07 30 999 99.0 99.0  0.75 14.29 10.33 261 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 05 08 00 999 99.0 99.0  0.72 13.33 10.30 261 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 08 30 999 99.0 99.0  0.66 13.33  9.71 268 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 09 00 999 99.0 99.0  0.75 15.38 10.30 248 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 09 30 999 99.0 99.0  0.70 12.50 10.12 262 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 10 00 999 99.0 99.0  0.69 14.29 10.28 260 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 10 30 999 99.0 99.0  0.71 14.29 10.25 252 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 11 00 999 99.0 99.0  0.66 15.38  9.29 260 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 11 30 999 99.0 99.0  0.71 14.29  8.83 261 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 12 00 999 99.0 99.0  0.68 13.33  7.74 257 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 12 30 999 99.0 99.0  0.67 13.33  7.30 260 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 13 00 999 99.0 99.0  0.75 14.29  8.70 275 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 13 30 999 99.0 99.0  0.76 14.29  8.71 257 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 14 00 999 99.0 99.0  0.69 12.50  8.75 252 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 14 30 999 99.0 99.0  0.79 12.50 10.00 264 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 15 00 999 99.0 99.0  0.73 13.33  9.73 264 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 15 30 999 99.0 99.0  0.75 13.33  9.93 264 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 16 00 999 99.0 99.0  0.80 14.29  9.09 269 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 16 30 999 99.0 99.0  0.77 15.38  8.57 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 17 00 999 99.0 99.0  0.78 15.38  8.80 279 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 17 30 999 99.0 99.0  0.81 15.38  8.51 255 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 18 00 999 99.0 99.0  0.79 15.38  8.90 247 9999.0 999.0  16.0 999.0 99.0 99.00
